W/L,Fighter,Method,Round,location,date
nc  nc,Jake Shields  Ed Herman,Overturned,3.0,"Denver, Colorado, USA","August 11, 2012"
win,Yushin Okami  Buddy Roberts,KO/TKO  Punches,2.0,"Denver, Colorado, USA","August 11, 2012"
win,Max Holloway  Justin Lawrence,KO/TKO  Punch,2.0,"Denver, Colorado, USA","August 11, 2012"
win,Dennis Bermudez  Tommy Hayden,SUB  Guillotine Choke,1.0,"Denver, Colorado, USA","August 11, 2012"
win,Michael Kuiper  Jared Hamman,KO/TKO  Punch,2.0,"Denver, Colorado, USA","August 11, 2012"
win,Erik Perez  Ken Stone,KO/TKO  Punch,1.0,"Denver, Colorado, USA","August 11, 2012"
win,Chico Camus  Dustin Pague,U-DEC,3.0,"Denver, Colorado, USA","August 11, 2012"
win,Nik Lentz  Eiji Mitsuoka,KO/TKO  Punches,1.0,"Denver, Colorado, USA","August 11, 2012"
win,Stefan Struve  Stipe Miocic,KO/TKO  Punches,2.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Dan Hardy  Amir Sadollah,U-DEC,3.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Brad Pickett  Yves Jabouin,KO/TKO  Punch,1.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Matt Wiman  Paul Sass,SUB  Armbar,1.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,John Hathaway  John Maguire,U-DEC,3.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Che Mills  Duane Ludwig,KO/TKO,1.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Jimi Manuwa  Kyle Kingsbury,KO/TKO,2.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Akira Corassani  Andy Ogle,S-DEC,3.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Brad Tavares  Tom Watson,S-DEC,3.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Gunnar Nelson  DaMarques Johnson,SUB  Rear Naked Choke,1.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Robert Peralta  Jason Young,KO/TKO  Punch,1.0,"Nottingham, England, United Kingdom","September 29, 2012"
win,Antonio Silva  Travis Browne,KO/TKO  Punch,1.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Jake Ellenberger  Jay Hieron,U-DEC,3.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,John Dodson  Jussier Formiga,KO/TKO  Punch,2.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Justin Edwards  Josh Neer,SUB  Guillotine Choke,1.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Michael Johnson  Danny Castillo,KO/TKO  Punch,2.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Mike Pierce  Aaron Simpson,KO/TKO  Punch,2.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Marcus LeVesseur  Carlo Prater,S-DEC,3.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Jacob Volkmann  Shane Roller,SUB  Rear Naked Choke,1.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Diego Nunes  Bart Palaszewski,U-DEC,3.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Darren Uyenoyama  Phil Harris,SUB  Rear Naked Choke,2.0,"Minneapolis, Minnesota, USA","October 05, 2012"
win,Anderson Silva  Stephan Bonnar,KO/TKO  Knee,1.0,"Rio de Janeiro, Brazil","October 13, 2012"
win,Antonio Rodrigo Nogueira  Dave Herman,SUB  Armbar,2.0,"Rio de Janeiro, Brazil","October 13, 2012"
win,Glover Teixeira  Fabio Maldonado,KO/TKO,2.0,"Rio de Janeiro, Brazil","October 13, 2012"
win,Jon Fitch  Erick Silva,U-DEC,3.0,"Rio de Janeiro, Brazil","October 13, 2012"
win,Phil Davis  Wagner Prado,SUB  Anaconda Choke,2.0,"Rio de Janeiro, Brazil","October 13, 2012"
